26	130	146	Poro
13	115	150	Poro
19	107	115	Poro
8	88	110	Poro
7	52	45	Poro
1	56	75	Poro
24	117	137	Poro
19	107	115	Poro
9	107	148	Poro
8	105	136	Poro
4	92	133	Poro
8	105	136	Poro
9	107	148	Poro
8	88	110	Poro
12	81	80	Poro
26	130	146	Poro
47	139	142	Poro
26	130	146	Poro
8	105	136	Poro
9	107	148	Poro
7	52	45	Poro
19	107	115	Poro
4	92	133	Poro
46	116	111	Poro
9	107	148	Poro
19	107	115	Poro
4	92	133	Poro
4	92	133	Poro
47	146	166	Poro
20	119	161	Poro
13	114	136	Poro
9	107	148	Poro
24	117	137	Poro
9	107	148	Poro
13	114	136	Poro
8	88	110	Poro
20	119	161	Poro
4	92	133	Poro
7	52	45	Poro
26	132	163	Poro
83	164	149	Poro
47	139	142	Poro
20	119	161	Poro
9	107	148	Poro
20	119	161	Poro
8	105	136	Poro
9	107	148	Poro
8	88	110	Poro
4	92	133	Poro
4	92	133	Poro
9	107	148	Poro
9	107	148	Poro
8	105	136	Poro
9	107	148	Poro
9	107	148	Poro
2	10	4	Poro
0	27	70	Poro
8	88	110	Poro
7	52	45	Poro
26	131	123	Poro
9	107	148	Poro
28	95	173	Poro
57	161	153	Poro
22	107	134	Poro
4	92	133	Poro
4	92	133	Poro
8	105	136	Poro
4	92	133	Poro
20	119	161	Poro
9	107	148	Poro
50	105	85	Poro
9	107	148	Poro
46	116	111	Poro
22	120	150	Poro
52	134	120	Poro
2	10	4	Poro
12	81	80	Poro
13	115	150	Poro
1	56	75	Poro
8	105	136	Poro
9	107	148	Poro
13	115	150	Poro
26	131	123	Poro
12	81	80	Poro
7	52	45	Poro
22	106	148	Poro
1	56	75	Poro
46	116	111	Poro
9	107	148	Poro
22	106	148	Poro
9	107	148	Poro
13	114	136	Poro
13	44	19	Poro
9	107	148	Poro
22	120	150	Poro
9	107	148	Poro
22	120	150	Poro
8	105	136	Poro
13	114	136	Poro
22	120	150	Poro
13	115	150	Poro
7	52	45	Poro
1	56	75	Poro
9	107	148	Poro
19	107	115	Poro
22	102	89	Poro
13	44	19	Poro
26	130	146	Poro
9	107	148	Poro
24	117	137	Poro
8	105	136	Poro
13	115	150	Poro
8	88	110	Poro
13	115	150	Poro
13	114	136	Poro
9	107	148	Poro
20	119	161	Poro
26	130	146	Poro
19	107	115	Poro
20	119	161	Poro
26	131	123	Poro
19	107	115	Poro
26	131	123	Poro
7	52	45	Poro
19	107	115	Poro
9	107	148	Poro
9	107	148	Poro
22	107	134	Poro
9	107	148	Poro
8	105	136	Poro
4	92	133	Poro
13	114	136	Poro
8	105	136	Poro
13	115	150	Poro
8	105	136	Poro
47	139	142	Poro
46	116	111	Poro
9	107	148	Poro
20	119	161	Poro
78	149	138	Poro
12	81	80	Poro
20	119	161	Poro
19	107	115	Poro
20	119	161	Poro
0	60	104	Poro
26	130	146	Poro
4	92	133	Poro
22	107	134	Poro
22	107	134	Poro
9	107	148	Poro
9	107	148	Poro
13	115	150	Poro
8	105	136	Poro
47	139	142	Poro
8	88	110	Poro
9	107	148	Poro
8	105	136	Poro
9	107	148	Poro
20	119	161	Poro
8	105	136	Poro
24	117	137	Poro
8	105	136	Poro
13	114	136	Poro
41	119	138	Poro
9	107	148	Poro
20	119	161	Poro
19	107	115	Poro
1	56	75	Poro
19	107	115	Poro
20	119	161	Poro
26	130	146	Poro
47	146	166	Poro
19	107	115	Poro
8	88	110	Poro
26	130	146	Poro
8	105	136	Poro
24	117	137	Poro
9	107	148	Poro
22	102	89	Poro
9	107	148	Poro
0	23	42	Poro
13	114	136	Poro
20	119	161	Poro
76	119	108	Poro
9	107	148	Poro
8	105	136	Poro
13	114	136	Poro
22	107	134	Poro
91	196	184	Poro
91	196	184	Poro
